#contig = contig id
#window_idx = genomic window index
#nanop_meth_frequency = mean methylation frequency from Nanopore data
#wgbs_meth_frequency = mean methylation frequency from WGBS data
#
contig	window_idx	nanop_meth_frequency	wgbs_meth_frequency
ctg1000_pilon	0.0	0.030485613486238534	0.021458622018348625
ctg1000_pilon	1.0	0.3102323601880878	0.3048931868338558
ctg1000_pilon	2.0	0.6370003893129771	0.6676393854961832
ctg1000_pilon	3.0	0.5911374666666667	0.669510893939394
ctg1000_pilon	4.0	0.6866636964285714	0.6810038973214285
ctg1000_pilon	5.0	0.6609527906976744	0.6660223488372092
ctg1000_pilon	6.0	0.8275459759036146	0.8401181325301205
ctg1000_pilon	7.0	0.84165976	0.8620067066666667
ctg1000_pilon	8.0	0.7587512763975156	0.7681544608695652
ctg1000_pilon	9.0	0.5404325818181818	0.5265001709090908
ctg1000_pilon	10.0	0.7448397176470588	0.7930346117647059
ctg1000_pilon	11.0	0.5129592583333333	0.5254504903846153
ctg1000_pilon	12.0	0.7252531011111111	0.7450553072222222
ctg1000_pilon	13.0	0.8604291139240506	0.8856142151898734
ctg1000_pilon	14.0	0.8351420844036697	0.8658394770642202
ctg1000_pilon	15.0	0.06162139391634981	0.05034315437262357
ctg1000_pilon	16.0	0.03288200956937799	0.023949392822966507
ctg1000_pilon	17.0	0.032088706369426755	0.025547982484076432
ctg1000_pilon	18.0	0.03860063749999999	0.026653808653846152
ctg1001_pilon	0.0	0.032417122916666666	0.02777388072916667
ctg1001_pilon	1.0	0.037809012592592596	0.02883478814814815
ctg1001_pilon	2.0	0.03152017911392405	0.02642616424050633
ctg1001_pilon	3.0	0.026722123255813954	0.028171850166112955
ctg1001_pilon	4.0	0.020765442857142855	0.028838175428571432
ctg1001_pilon	5.0	0.03129895985663083	0.02535651541218638
ctg1001_pilon	6.0	0.038599987394957985	0.023274293277310926
ctg1001_pilon	7.0	0.03530193693693694	0.027161450450450448
ctg1001_pilon	8.0	0.033890461632653066	0.025495568163265307
ctg1001_pilon	9.0	0.03640758125	0.038481278125000004
ctg1001_pilon	10.0	0.026552823548387096	0.02708208064516129
ctg1001_pilon	11.0	0.025890160294117646	0.02941124485294118
ctg1001_pilon	12.0	0.03761756098360656	0.0269118868852459
ctg1001_pilon	13.0	0.04792406727272727	0.02350213818181818
ctg1001_pilon	14.0	0.036681735403726705	0.03012616397515528
ctg1001_pilon	15.0	0.021224926241134753	0.02663062978723404
ctg1001_pilon	16.0	0.03382145899280575	0.02651900215827338
ctg1001_pilon	17.0	0.03475232057613169	0.025331907407407407
ctg1001_pilon	18.0	0.03875804661016949	0.02906357754237288
ctg1001_pilon	19.0	0.05165283181818182	0.026423841515151515
ctg1001_pilon	20.0	0.028610907219251337	0.025557490374331554
ctg1001_pilon	21.0	0.026721646130030963	0.027373742414860684
ctg1001_pilon	22.0	0.02718304724919094	0.028699706148867316
ctg1001_pilon	23.0	0.05312929391304348	0.033653341739130434
ctg1001_pilon	24.0	0.046759562869198315	0.02613687637130802
ctg1001_pilon	25.0	0.032868913924050634	0.02752033206751055
ctg1001_pilon	26.0	0.03047450909090909	0.02716084199134199
ctg1001_pilon	27.0	0.03546358268551237	0.024522725088339224
ctg1001_pilon	28.0	0.02962042394366197	0.026831027464788732
ctg1001_pilon	29.0	0.03308593205128205	0.02746172435897436
ctg1001_pilon	30.0	0.032341073519163765	0.02900182264808363
ctg1001_pilon	31.0	0.026651057388316152	0.024813868728522336
ctg1001_pilon	32.0	0.035415303846153844	0.021665490384615387
ctg1002_pilon	0.0	0.02764075686900959	0.023441228115015974
ctg1002_pilon	1.0	0.02608284488888889	0.028949645333333333
ctg1002_pilon	2.0	0.02966628918918919	0.029859520945945944
ctg1002_pilon	3.0	0.4845769228571428	0.5132225028571428
ctg1002_pilon	4.0	0.5866872954198474	0.5996309633587786
ctg1002_pilon	5.0	0.02757305555555556	0.0252258101010101
ctg1002_pilon	6.0	0.034001001719197704	0.026217485386819485
ctg1002_pilon	7.0	0.03799233383838384	0.0268476303030303
ctg1002_pilon	8.0	0.024043614825581396	0.023608639244186047
ctg1002_pilon	9.0	0.04041778910614525	0.0337018248603352
ctg1002_pilon	10.0	0.037225765612648225	0.028503435968379447
ctg1002_pilon	11.0	0.03071447866666667	0.03737505226666667
ctg1002_pilon	12.0	0.061257686832740216	0.06180556975088968
ctg1002_pilon	13.0	0.5076205883116883	0.5620961136363637
ctg1002_pilon	14.0	0.033280912694877506	0.043383754342984415
ctg1002_pilon	15.0	0.048786690967741936	0.021729641935483872
ctg1002_pilon	16.0	0.04187730147239264	0.022615963190184052
ctg1002_pilon	17.0	0.040121883281733745	0.026935756037151704
ctg1002_pilon	18.0	0.040389304798534795	0.024648455677655678
